test_id,robot_count,mission_size,inventory_id,scenario,mode,completion_time,average_idle_time
test_5_10_t_logistics_i1_bl1,5,10,1,logistics,bl1,616.5020952224731,491.86670446395874
test_5_2_t_agriculture_i1_bl2,5,2,1,agriculture,bl2,118.50194549560547,92.68100743293762
test_5_2_t_surveillance_i2_bl0,5,2,2,surveillance,bl0,97.50215172767639,78.27824363708496
test_2_20_t_logistics_i1_bl2,2,20,1,logistics,bl2,1003.5022320747375,490.30360066890717
test_5_20_t_surveillance_i0_bl0,5,20,0,surveillance,bl0,892.5018372535706,702.8355259895325
test_2_10_t_logistics_i2_bl2,2,10,2,logistics,bl2,520.5021419525146,257.85329473018646
test_10_20_t_cleaning_i1_multi3,10,20,1,cleaning,multi3,133.5022268295288,82.92827763557435
test_5_20_t_surveillance_i1_bl2,5,20,1,surveillance,bl2,912.022246837616,724.046778011322
test_10_2_t_agriculture_i0_multi3,10,2,0,agriculture,multi3,88.5012137889862,73.9343961238861
test_5_10_t_logistics_i0_bl1,5,10,0,logistics,bl1,576.023656129837,457.4491714954376
test_5_2_t_agriculture_i1_bl0,5,2,1,agriculture,bl0,115.50203132629395,90.59072494506836
test_2_20_t_surveillance_i2_bl2,2,20,2,surveillance,bl2,780.0106372833252,388.4850205183029
test_10_10_t_logistics_i1_bl2,10,10,1,logistics,bl2,612.0404036045074,549.3437342882156
test_5_10_t_logistics_i2_bl2,5,10,2,logistics,bl2,537.0225510597229,424.08362193107604
test_5_10_t_agriculture_i2_multi3,5,10,2,agriculture,multi3,175.50209403038025,70.18251113891601
test_10_20_t_logistics_i1_bl2,10,20,1,logistics,bl2,1069.5022418498993,956.6443716049195
test_10_20_t_surveillance_i1_multi3,10,20,1,surveillance,multi3,495.04013109207153,396.1066340923309
test_5_20_t_agriculture_i1_multi3,5,20,1,agriculture,multi3,361.5022065639496,148.19323291778565
test_10_20_t_surveillance_i2_bl2,10,20,2,surveillance,bl2,849.0389831066132,759.3589942455292
test_5_2_t_logistics_i1_bl1,5,2,1,logistics,bl1,159.02246284484863,126.88660459518432
test_5_2_t_cleaning_i2_bl1,5,2,2,cleaning,bl1,90.02262234687805,71.71349687576294
test_5_2_t_logistics_i1_multi3,5,2,1,logistics,multi3,124.50186252593994,90.59057025909424
test_10_20_t_agriculture_i0_bl0,10,20,0,agriculture,bl0,895.5021674633026,802.0583263635635
test_2_2_t_agriculture_i0_bl1,2,2,0,agriculture,bl1,112.50202965736389,56.23463678359985
test_2_20_t_cleaning_i0_bl2,2,20,0,cleaning,bl2,957.0107705593109,470.12677097320557
test_2_20_t_logistics_i2_multi3,2,20,2,logistics,multi3,939.0105991363525,346.41301000118256
test_2_10_t_logistics_i2_multi3,2,10,2,logistics,multi3,423.01064133644104,125.20777475833893
test_2_2_t_surveillance_i1_bl1,2,2,1,surveillance,bl1,91.50203847885132,47.240997195243835
test_10_2_t_agriculture_i1_multi3,10,2,1,agriculture,multi3,85.50203537940979,71.52876691818237
test_10_10_t_cleaning_i2_bl1,10,10,2,cleaning,bl1,436.50208568573,393.2949143409729
test_5_2_t_cleaning_i2_multi3,5,2,2,cleaning,multi3,52.5020592212677,34.190378761291505
test_5_2_t_agriculture_i0_bl0,5,2,0,agriculture,bl0,97.50202894210815,76.78216671943665
test_2_20_t_agriculture_i1_bl1,2,20,1,agriculture,bl1,799.5020542144775,398.96200382709503
test_2_2_t_cleaning_i1_bl2,2,2,1,cleaning,bl2,109.50203323364258,54.00231468677521
test_2_10_t_cleaning_i2_bl1,2,10,2,cleaning,bl1,477.010258436203,236.17916476726532
test_10_10_t_logistics_i2_bl2,10,10,2,logistics,bl2,601.5021288394928,536.8483621358871
test_10_10_t_agriculture_i1_bl1,10,10,1,agriculture,bl1,417.0404670238495,375.105428647995
test_5_2_t_surveillance_i1_bl0,5,2,1,surveillance,bl0,117.02247881889343,91.79267358779907
test_5_2_t_surveillance_i2_multi3,5,2,2,surveillance,multi3,69.02246856689453,47.107211112976074
test_2_20_t_agriculture_i0_bl0,2,20,0,agriculture,bl0,853.5020248889923,425.2152533531189
test_5_10_t_surveillance_i1_bl0,5,10,1,surveillance,bl0,439.5021197795868,348.7995322227478
test_5_20_t_logistics_i2_bl2,5,20,2,logistics,bl2,1098.0221519470215,872.075601053238
test_10_2_t_agriculture_i2_bl1,10,2,2,agriculture,bl1,127.50196719169617,114.57986919879913
test_2_10_t_cleaning_i2_multi3,2,10,2,cleaning,multi3,295.5020887851715,17.257313013076782
test_5_10_t_surveillance_i0_multi3,5,10,0,surveillance,multi3,268.5021917819977,159.86245036125183
test_5_10_t_logistics_i2_bl0,5,10,2,logistics,bl0,534.0223989486694,423.19348883628845
test_2_20_t_surveillance_i1_multi3,2,20,1,surveillance,multi3,739.5022461414337,260.18144369125366
test_5_20_t_surveillance_i1_multi3,5,20,1,surveillance,multi3,549.0191779136658,331.46328382492067
test_10_20_t_surveillance_i2_bl0,10,20,2,surveillance,bl0,847.5022187232971,758.1293339967727
test_5_2_t_surveillance_i0_multi3,5,2,0,surveillance,multi3,52.501999616622925,33.58261880874634
test_5_10_t_logistics_i2_bl1,5,10,2,logistics,bl1,534.0221858024597,423.1908463478088
test_5_20_t_agriculture_i1_bl0,5,20,1,agriculture,bl0,915.0220630168915,728.8748547077179
test_10_2_t_agriculture_i0_bl1,10,2,0,agriculture,bl1,132.03969836235046,117.76609466075897
test_5_2_t_surveillance_i2_bl1,5,2,2,surveillance,bl1,94.50203251838684,73.78191089630127
test_5_10_t_cleaning_i0_multi3,5,10,0,cleaning,multi3,127.50201082229614,38.10539774894714
test_10_20_t_cleaning_i1_bl2,10,20,1,cleaning,bl2,990.0399181842804,888.9383824348449
test_10_10_t_cleaning_i0_bl1,10,10,0,cleaning,bl1,489.03980922698975,439.0225443840027
test_5_20_t_logistics_i2_bl0,5,20,2,logistics,bl0,1099.502158164978,876.2634797096252
test_5_10_t_logistics_i0_bl2,5,10,0,logistics,bl2,576.0218842029572,458.95267128944397
test_2_2_t_agriculture_i0_multi3,2,2,0,agriculture,multi3,82.50209617614746,15.75920307636261
test_5_20_t_cleaning_i1_bl2,5,20,1,cleaning,bl2,945.021767616272,753.770808839798
test_5_20_t_cleaning_i1_bl1,5,20,1,cleaning,bl1,924.0223844051361,733.0738015651702
test_2_10_t_cleaning_i1_bl0,2,10,1,cleaning,bl0,513.0108525753021,252.68467140197754
test_5_10_t_surveillance_i2_bl1,5,10,2,surveillance,bl1,411.02202701568604,330.2336874961853
test_10_10_t_cleaning_i1_bl0,10,10,1,cleaning,bl0,456.0170302391052,409.4491725444794
test_10_2_t_agriculture_i2_bl2,10,2,2,agriculture,bl2,126.04086256027222,112.81013474464416
test_2_10_t_agriculture_i1_bl1,2,10,1,agriculture,bl1,453.0109622478485,222.66039729118347
test_10_10_t_agriculture_i1_multi3,10,10,1,agriculture,multi3,102.04107213020325,51.151140332221985
test_2_10_t_surveillance_i0_bl0,2,10,0,surveillance,bl0,442.5020158290863,213.62953996658325
test_2_20_t_agriculture_i2_multi3,2,20,2,agriculture,multi3,622.5021584033966,95.97064352035522
test_2_2_t_cleaning_i0_multi3,2,2,0,cleaning,multi3,82.50198030471802,23.248268961906433
test_5_20_t_logistics_i0_bl2,5,20,0,logistics,bl2,1078.502106666565,858.3288442611695
test_2_20_t_logistics_i2_bl2,2,20,2,logistics,bl2,985.5020942687988,480.5840530395508
test_10_2_t_logistics_i2_multi3,10,2,2,logistics,multi3,73.5020923614502,61.937378358840945
test_10_20_t_agriculture_i1_bl0,10,20,1,agriculture,bl0,807.0408551692963,725.8984432697296
test_10_20_t_surveillance_i0_multi3,10,20,0,surveillance,multi3,433.50215220451355,335.0270304441452
test_2_2_t_logistics_i0_multi3,2,2,0,logistics,multi3,118.50202560424805,41.99476134777069
test_2_2_t_logistics_i2_bl2,2,2,2,logistics,bl2,130.50197958946228,63.747350573539734
test_10_2_t_logistics_i2_bl0,10,2,2,logistics,bl0,94.50201034545898,84.5870057106018
test_2_20_t_logistics_i2_bl0,2,20,2,logistics,bl0,984.0108795166016,482.09698009490967
test_2_10_t_logistics_i0_bl1,2,10,0,logistics,bl1,582.0109136104584,273.59508430957794
test_5_2_t_agriculture_i2_bl1,5,2,2,agriculture,bl1,112.50199294090271,88.78285942077636
test_2_10_t_agriculture_i0_multi3,2,10,0,agriculture,multi3,433.5013449192047,155.99957036972046
test_5_20_t_logistics_i2_multi3,5,20,2,logistics,multi3,703.5023102760315,453.1433258533478
test_10_10_t_agriculture_i1_bl2,10,10,1,agriculture,bl2,417.0407555103302,375.1048331022263
test_5_10_t_cleaning_i2_multi3,5,10,2,cleaning,multi3,148.50204038619995,38.99870142936707
test_2_20_t_surveillance_i0_multi3,2,20,0,surveillance,multi3,784.5022180080414,272.92199969291687
test_2_10_t_surveillance_i2_bl0,2,10,2,surveillance,bl0,477.01076436042786,230.15975141525269
test_10_2_t_cleaning_i0_bl0,10,2,0,cleaning,bl0,79.5021984577179,71.55502660274506
test_5_2_t_agriculture_i0_bl2,5,2,0,agriculture,bl2,96.02226686477661,76.5102527141571
test_2_10_t_agriculture_i0_bl2,2,10,0,agriculture,bl2,481.50199341773987,226.35958325862885
test_5_10_t_logistics_i1_bl0,5,10,1,logistics,bl0,616.5020582675934,492.76225185394287
test_2_20_t_cleaning_i0_bl0,2,20,0,cleaning,bl0,955.5013592243195,467.12947738170624
test_5_20_t_cleaning_i1_multi3,5,20,1,cleaning,multi3,273.0225646495819,59.08781023025513
test_5_10_t_surveillance_i1_bl1,5,10,1,surveillance,bl1,438.0217487812042,347.02510232925414
test_2_20_t_agriculture_i2_bl1,2,20,2,agriculture,bl1,931.5022110939026,454.94097006320953
test_5_2_t_cleaning_i0_bl0,5,2,0,cleaning,bl0,102.02234077453613,82.215669298172
test_5_10_t_surveillance_i1_multi3,5,10,1,surveillance,multi3,270.02212619781494,168.25520944595337
test_2_2_t_surveillance_i2_bl0,2,2,2,surveillance,bl0,117.0107204914093,56.99278271198273
test_10_2_t_surveillance_i1_bl2,10,2,1,surveillance,bl2,106.50209093093872,95.39480671882629
test_10_10_t_cleaning_i1_multi3,10,10,1,cleaning,multi3,69.04074168205261,20.558111238479615
test_2_2_t_agriculture_i1_bl1,2,2,1,agriculture,bl1,123.01079845428467,60.7259122133255
test_5_2_t_logistics_i0_bl2,5,2,0,logistics,bl2,171.02229928970337,135.58446130752563
test_2_20_t_agriculture_i2_bl0,2,20,2,agriculture,bl0,930.0109741687775,446.68712854385376
test_5_20_t_logistics_i0_multi3,5,20,0,logistics,multi3,654.0230655670166,401.9005129337311
test_5_20_t_cleaning_i2_bl1,5,20,2,cleaning,bl1,958.5021820068359,763.9564999103546
test_2_20_t_logistics_i0_bl0,2,20,0,logistics,bl0,1029.0105798244476,513.7214362621307
test_2_20_t_logistics_i1_bl1,2,20,1,logistics,bl1,1005.0108368396759,495.5712376832962
test_10_20_t_surveillance_i0_bl1,10,20,0,surveillance,bl1,778.5022222995758,699.0276766061783
test_5_20_t_cleaning_i1_bl0,5,20,1,cleaning,bl0,930.0216462612152,739.665185546875
test_2_2_t_cleaning_i0_bl1,2,2,0,cleaning,bl1,112.50211071968079,54.74013960361481
test_10_20_t_logistics_i0_bl1,10,20,0,logistics,bl1,1044.040573835373,933.4384158849716
test_2_10_t_cleaning_i1_bl1,2,10,1,cleaning,bl1,513.0106685161591,248.92193162441254
test_5_10_t_cleaning_i0_bl2,5,10,0,cleaning,bl2,406.5019702911377,323.63827991485596
test_5_10_t_agriculture_i0_bl0,5,10,0,agriculture,bl0,487.5020890235901,384.1499834537506
test_10_2_t_agriculture_i2_multi3,10,2,2,agriculture,multi3,79.50193285942078,65.23304872512817
test_2_10_t_cleaning_i0_multi3,2,10,0,cleaning,multi3,288.01060152053833,17.25597894191742
test_2_10_t_cleaning_i2_bl2,2,10,2,cleaning,bl2,475.5020360946655,233.18215954303741
test_5_10_t_logistics_i2_multi3,5,10,2,logistics,multi3,376.5020055770874,251.92388334274293
test_5_10_t_cleaning_i1_bl1,5,10,1,cleaning,bl1,483.00926303863525,382.4450496196747
test_5_10_t_agriculture_i1_multi3,5,10,1,agriculture,multi3,163.50207138061523,62.10232348442078
test_2_20_t_surveillance_i0_bl1,2,20,0,surveillance,bl1,814.5021798610687,406.4782681465149
test_10_10_t_logistics_i0_bl2,10,10,0,logistics,bl2,568.5021946430206,510.93629310131075
test_10_20_t_logistics_i1_multi3,10,20,1,logistics,multi3,643.5022349357605,517.407927775383
test_10_10_t_cleaning_i0_bl0,10,10,0,cleaning,bl0,487.50214099884033,437.9422999382019
test_5_2_t_surveillance_i0_bl1,5,2,0,surveillance,bl1,81.02178692817688,63.29620065689087
test_2_10_t_agriculture_i2_bl0,2,10,2,agriculture,bl0,475.50203943252563,235.4223314523697
test_5_2_t_agriculture_i0_multi3,5,2,0,agriculture,multi3,66.0224301815033,43.806213569641116
test_10_20_t_cleaning_i0_multi3,10,20,0,cleaning,multi3,150.0415334701538,90.3003154039383
test_10_2_t_cleaning_i0_multi3,10,2,0,cleaning,multi3,45.03991222381592,36.178831934928894
test_10_2_t_surveillance_i0_bl2,10,2,0,surveillance,bl2,118.50207877159119,106.48938739299774
test_2_10_t_logistics_i1_multi3,2,10,1,logistics,multi3,486.0107669830322,156.71581196784973
test_5_10_t_agriculture_i2_bl0,5,10,2,agriculture,bl0,433.5020728111267,344.320756149292
test_2_20_t_cleaning_i2_bl0,2,20,2,cleaning,bl0,883.50213098526,440.2412874698639
test_5_2_t_logistics_i0_bl1,5,2,0,logistics,bl1,168.02210187911987,133.79797053337097
test_10_2_t_agriculture_i0_bl0,10,2,0,agriculture,bl0,129.0386164188385,115.52111310958863
test_10_10_t_cleaning_i0_multi3,10,10,0,cleaning,multi3,91.50210118293762,39.56462438106537
test_10_20_t_agriculture_i2_bl0,10,20,2,agriculture,bl0,786.0406947135925,702.5215232849121
test_5_2_t_agriculture_i1_multi3,5,2,1,agriculture,multi3,76.50127673149109,48.88661394119263
test_2_2_t_agriculture_i2_multi3,2,2,2,agriculture,multi3,96.01086163520813,32.253570437431335
test_5_10_t_agriculture_i1_bl1,5,10,1,agriculture,bl1,433.50205874443054,341.85438299179077
test_10_2_t_cleaning_i0_bl1,10,2,0,cleaning,bl1,76.50208806991577,68.54855442047119
test_2_20_t_surveillance_i2_multi3,2,20,2,surveillance,multi3,663.0108814239502,174.67834889888763
test_2_2_t_surveillance_i0_bl1,2,2,0,surveillance,bl1,99.0107409954071,47.975080251693726
test_10_20_t_logistics_i2_bl0,10,20,2,logistics,bl0,1068.0403110980988,956.5459352970123
test_10_2_t_cleaning_i1_bl2,10,2,1,cleaning,bl2,111.037024974823,99.47637548446656
test_10_20_t_cleaning_i0_bl2,10,20,0,cleaning,bl2,987.0400862693787,886.0955725431443
test_5_2_t_surveillance_i2_bl2,5,2,2,surveillance,bl2,94.50203227996826,75.28626327514648
test_2_20_t_logistics_i0_bl1,2,20,0,logistics,bl1,1026.0105981826782,510.7323582172394
test_5_20_t_surveillance_i0_bl1,5,20,0,surveillance,bl1,891.022866487503,702.5592937946319
test_10_10_t_logistics_i0_bl0,10,10,0,logistics,bl0,568.5020759105682,510.6359174013138
test_2_2_t_logistics_i2_bl1,2,2,2,logistics,bl1,135.01073718070984,65.98479962348938
test_2_2_t_logistics_i2_bl0,2,2,2,logistics,bl0,133.50199246406555,65.98603761196136
test_10_20_t_surveillance_i2_bl1,10,20,2,surveillance,bl1,850.5021858215332,761.1201764106751
test_5_2_t_cleaning_i1_multi3,5,2,1,cleaning,multi3,57.02443528175354,39.915331077575686
test_2_10_t_cleaning_i2_bl0,2,10,2,cleaning,bl0,475.5020411014557,232.42558097839355
test_10_20_t_cleaning_i0_bl0,10,20,0,cleaning,bl0,987.040777683258,885.7910880565644
test_2_10_t_logistics_i1_bl2,2,10,1,logistics,bl2,571.5022554397583,278.1234937906265
test_5_20_t_cleaning_i0_bl1,5,20,0,cleaning,bl1,1005.0223615169525,799.6728724479675
test_10_10_t_surveillance_i1_bl1,10,10,1,surveillance,bl1,442.50212574005127,396.77616527080534
test_5_2_t_cleaning_i0_multi3,5,2,0,cleaning,multi3,81.0225043296814,55.50980362892151
test_2_2_t_agriculture_i1_bl2,2,2,1,agriculture,bl2,121.50210499763489,61.47734236717224
test_2_20_t_agriculture_i1_multi3,2,20,1,agriculture,multi3,538.5022222995758,35.98503577709198
test_5_10_t_surveillance_i0_bl0,5,10,0,surveillance,bl0,465.021520614624,371.0306965827942
test_5_20_t_cleaning_i0_bl2,5,20,0,cleaning,bl2,1003.502094745636,797.8535938739776
test_5_2_t_surveillance_i0_bl2,5,2,0,surveillance,bl2,82.50135946273804,65.07805547714233
test_5_10_t_cleaning_i1_multi3,5,10,1,cleaning,multi3,147.02207970619202,43.808453464508055
test_2_10_t_logistics_i1_bl1,2,10,1,logistics,bl1,574.5020906925201,276.6161711215973
test_5_10_t_agriculture_i1_bl2,5,10,1,agriculture,bl2,438.02241253852844,342.75671219825745
test_10_2_t_agriculture_i2_bl0,10,2,2,agriculture,bl0,127.5020363330841,113.83743739128113
test_10_2_t_agriculture_i1_bl0,10,2,1,agriculture,bl0,123.04020309448242,110.2659568309784
test_2_2_t_cleaning_i0_bl0,2,2,0,cleaning,bl0,112.50206780433655,54.740204095840454
test_5_20_t_surveillance_i2_bl1,5,20,2,surveillance,bl1,870.0223295688629,694.6720750331879
test_2_20_t_surveillance_i0_bl0,2,20,0,surveillance,bl0,813.0107350349426,404.2400087118149
test_2_2_t_logistics_i2_multi3,2,2,2,logistics,multi3,142.5011522769928,63.739766359329224
test_2_2_t_agriculture_i0_bl0,2,2,0,agriculture,bl0,109.50184535980225,53.98711860179901
test_2_20_t_agriculture_i0_bl1,2,20,0,agriculture,bl1,856.5021395683289,427.4529370069504
test_5_20_t_surveillance_i1_bl1,5,20,1,surveillance,bl1,907.501980304718,719.2383246898651
test_2_2_t_surveillance_i2_multi3,2,2,2,surveillance,multi3,115.50193881988525,46.494375109672546
test_10_2_t_surveillance_i2_multi3,10,2,2,surveillance,multi3,84.04075646400452,70.06563601493835
test_2_10_t_logistics_i0_bl2,2,10,0,logistics,bl2,588.0108807086945,279.5804115533829
test_5_10_t_surveillance_i2_multi3,5,10,2,surveillance,multi3,261.0225684642792,162.5579282283783
test_10_2_t_cleaning_i2_bl2,10,2,2,cleaning,bl2,93.03978967666626,83.12450206279755
test_2_20_t_surveillance_i2_bl0,2,20,2,surveillance,bl0,781.502165555954,389.97795271873474
test_2_2_t_agriculture_i2_bl2,2,2,2,agriculture,bl2,103.50201797485352,48.73129951953888
test_2_2_t_surveillance_i0_bl2,2,2,0,surveillance,bl2,99.01086759567261,48.72902059555054
test_5_20_t_cleaning_i2_bl2,5,20,2,cleaning,bl2,957.0219166278839,762.760135936737
test_5_20_t_logistics_i0_bl1,5,20,0,logistics,bl1,1077.0224404335022,854.1289672851562
test_5_20_t_agriculture_i0_multi3,5,20,0,agriculture,multi3,307.5022270679474,103.7842447757721
test_2_10_t_agriculture_i0_bl0,2,10,0,agriculture,bl0,466.5021347999573,223.41205310821533
test_10_10_t_logistics_i2_bl1,10,10,2,logistics,bl1,598.5021007061005,533.2425473213195
test_10_10_t_surveillance_i2_bl2,10,10,2,surveillance,bl2,436.50212502479553,390.3179597377777
test_2_10_t_agriculture_i1_bl0,2,10,1,agriculture,bl0,454.5021483898163,221.89383220672607
test_5_10_t_agriculture_i0_bl2,5,10,0,agriculture,bl2,484.5020921230316,380.86315803527833
test_2_2_t_cleaning_i2_bl1,2,2,2,cleaning,bl1,84.01055097579956,42.002039313316345
test_10_10_t_logistics_i0_multi3,10,10,0,logistics,multi3,345.0404589176178,278.0758381128311
test_2_20_t_surveillance_i0_bl2,2,20,0,surveillance,bl2,811.5020005702972,403.4883301258087
test_10_10_t_agriculture_i0_multi3,10,10,0,agriculture,multi3,186.0407681465149,131.9957882642746
test_5_2_t_cleaning_i1_bl2,5,2,1,cleaning,bl2,91.50202870368958,73.20099153518677
test_2_2_t_cleaning_i2_bl2,2,2,2,cleaning,bl2,85.50206851959229,41.9936888217926
test_2_2_t_logistics_i0_bl1,2,2,0,logistics,bl1,136.50195932388306,67.47670483589172
test_5_20_t_agriculture_i2_multi3,5,20,2,agriculture,multi3,291.0223476886749,79.77217373847961
test_2_2_t_surveillance_i1_bl0,2,2,1,surveillance,bl0,94.50183510780334,47.97654056549072
test_10_10_t_agriculture_i2_bl1,10,10,2,agriculture,bl1,433.5021073818207,389.5411028146744
test_10_2_t_cleaning_i1_bl1,10,2,1,cleaning,bl1,109.5019736289978,98.094700050354
test_10_2_t_logistics_i1_multi3,10,2,1,logistics,multi3,70.50218081474304,59.53036856651306
test_10_10_t_surveillance_i2_bl0,10,10,2,surveillance,bl0,436.502210855484,391.2342573165894
test_10_2_t_logistics_i2_bl2,10,2,2,logistics,bl2,94.5019919872284,84.58733355998993
test_10_2_t_logistics_i1_bl2,10,2,1,logistics,bl2,94.50208854675293,83.97202520370483
test_2_20_t_cleaning_i1_bl2,2,20,1,cleaning,bl2,846.0105819702148,416.9716645479202
test_10_10_t_surveillance_i0_bl2,10,10,0,surveillance,bl2,447.04083585739136,401.2058522462845
test_5_20_t_cleaning_i2_bl0,5,20,2,cleaning,bl0,949.5021374225616,756.7538015842438
test_2_2_t_cleaning_i2_bl0,2,2,2,cleaning,bl0,87.01071071624756,43.493091344833374
test_2_20_t_logistics_i1_bl0,2,20,1,logistics,bl0,1005.0088164806366,494.06550550460815
test_10_10_t_surveillance_i1_bl2,10,10,1,surveillance,bl2,438.04065775871277,391.43179552555085
test_10_2_t_logistics_i1_bl0,10,2,1,logistics,bl0,90.04071426391602,79.66742615699768
test_2_10_t_surveillance_i1_bl1,2,10,1,surveillance,bl1,474.0097930431366,235.46789515018463
